-8.719037175178527832e-01,1.473427534103393555e+00
-8.659044504165649414e-01,1.777557730674743652e+00
-9.282934069633483887e-01,1.485785484313964844e+00
-9.668397307395935059e-01,1.681410312652587891e+00
-8.622924685478210449e-01,1.458035111427307129e+00
-8.380095958709716797e-01,1.463899493217468262e+00
-9.513571858406066895e-01,1.592428922653198242e+00
-8.540101647377014160e-01,1.414147377014160156e+00
-8.354213237762451172e-01,1.551936149597167969e+00
-8.764735460281372070e-01,1.447431325912475586e+00
-9.222727417945861816e-01,1.374197483062744141e+00
-8.489139676094055176e-01,1.549426317214965820e+00
-8.512954711914062500e-01,1.507018566131591797e+00
-8.533300161361694336e-01,1.493717908859252930e+00
-8.563968539237976074e-01,1.530689001083374023e+00
-8.414472341537475586e-01,1.632483124732971191e+00
-8.888492584228515625e-01,1.379191994667053223e+00
-7.819151878356933594e-01,1.314652085304260254e+00
-8.793413043022155762e-01,1.428132534027099609e+00
-8.718931078910827637e-01,1.559413790702819824e+00
-8.259532451629638672e-01,1.728223323822021484e+00
-8.081390261650085449e-01,1.465931892395019531e+00
-9.704744219779968262e-01,1.607442617416381836e+00
-8.384473919868469238e-01,1.517831444740295410e+00
-7.774932384490966797e-01,1.477317810058593750e+00
-8.520940542221069336e-01,1.545802354812622070e+00
-8.088024258613586426e-01,1.400743961334228516e+00
-8.169935941696166992e-01,1.509483218193054199e+00
-8.236207365989685059e-01,1.476404070854187012e+00
-9.202452301979064941e-01,1.551535725593566895e+00
-9.470487236976623535e-01,1.523412227630615234e+00
-9.042431712150573730e-01,1.562836289405822754e+00
-8.188310861587524414e-01,1.536123275756835938e+00
-7.772077322006225586e-01,1.375873684883117676e+00
-8.673273324966430664e-01,1.459307670593261719e+00
-9.123488068580627441e-01,1.502349257469177246e+00
-8.766398429870605469e-01,1.613073587417602539e+00
-9.021226167678833008e-01,1.373755097389221191e+00
-8.658190369606018066e-01,1.587152361869812012e+00
-8.107515573501586914e-01,1.447102665901184082e+00
-8.737283945083618164e-01,1.481516838073730469e+00
-8.464372158050537109e-01,1.658707857131958008e+00
-8.220068812370300293e-01,1.328827500343322754e+00
-8.454551696777343750e-01,1.492833971977233887e+00
-8.174846172332763672e-01,1.471140742301940918e+00
-8.637285828590393066e-01,1.469578385353088379e+00
-8.304373621940612793e-01,1.396754860877990723e+00
-8.741074204444885254e-01,1.393658518791198730e+00
-9.215995669364929199e-01,1.534631729125976562e+00
-9.371493458747863770e-01,1.600572943687438965e+00
-9.314935803413391113e-01,1.624087572097778320e+00
-9.343583583831787109e-01,1.556307673454284668e+00
-9.710274934768676758e-01,1.617039322853088379e+00
-8.932990431785583496e-01,1.425718069076538086e+00
-7.751578092575073242e-01,1.448789119720458984e+00
-8.803212642669677734e-01,1.462929487228393555e+00
-9.058398604393005371e-01,1.533125519752502441e+00
-9.149924516677856445e-01,1.588237643241882324e+00
-8.549813032150268555e-01,1.504025578498840332e+00
-8.376963138580322266e-01,1.322170615196228027e+00
-8.745371103286743164e-01,1.439635634422302246e+00
-8.505859971046447754e-01,1.492015123367309570e+00
-8.972393870353698730e-01,1.608518004417419434e+00
-9.050220847129821777e-01,1.521581053733825684e+00
-8.362502455711364746e-01,1.524658322334289551e+00
-8.283589482307434082e-01,1.400103926658630371e+00
-8.884253501892089844e-01,1.331987142562866211e+00
-8.384485244750976562e-01,1.231145381927490234e+00
-8.056311011314392090e-01,1.340610742568969727e+00
-8.594063520431518555e-01,1.616702318191528320e+00
-8.567401170730590820e-01,1.485151767730712891e+00
-8.871945142745971680e-01,1.558972954750061035e+00
-8.593042492866516113e-01,1.479405403137207031e+00
-7.877358198165893555e-01,1.445963263511657715e+00
-8.381103277206420898e-01,1.508197426795959473e+00
-1.049813270568847656e+00,1.607416629791259766e+00
-8.927940726280212402e-01,1.637952327728271484e+00
-8.371352553367614746e-01,1.354786157608032227e+00
-8.913199305534362793e-01,1.433132290840148926e+00
-9.049021005630493164e-01,1.482774734497070312e+00
-8.869590759277343750e-01,1.451845645904541016e+00
-8.893874287605285645e-01,1.435052514076232910e+00
-7.956531643867492676e-01,1.507170438766479492e+00
-9.095925688743591309e-01,1.633735537528991699e+00
-9.273696541786193848e-01,1.480556249618530273e+00
-8.964730501174926758e-01,1.516465425491333008e+00
-8.338869810104370117e-01,1.376972317695617676e+00
-8.328891992568969727e-01,1.417487144470214844e+00
-8.505763411521911621e-01,1.470253825187683105e+00
-9.235860109329223633e-01,1.366252422332763672e+00
-8.345450758934020996e-01,1.475144267082214355e+00
-8.567275404930114746e-01,1.481421351432800293e+00
-8.338330388069152832e-01,1.453943133354187012e+00
-8.942483067512512207e-01,1.467006087303161621e+00
-9.209922552108764648e-01,1.574599623680114746e+00
-8.357388377189636230e-01,1.480441093444824219e+00
-8.251548409461975098e-01,1.425206422805786133e+00
-7.866573929786682129e-01,1.313633322715759277e+00
-9.427234530448913574e-01,1.383552074432373047e+00
-9.240996837615966797e-01,1.593938469886779785e+00
-9.627550244331359863e-01,1.404044747352600098e+00
-9.364352822303771973e-01,1.533432006835937500e+00
-8.500667214393615723e-01,1.579455018043518066e+00
-8.885584473609924316e-01,1.439979910850524902e+00
-9.437691569328308105e-01,1.685571789741516113e+00
-8.763791322708129883e-01,1.425253272056579590e+00
-8.560014963150024414e-01,1.349917173385620117e+00
-9.451419115066528320e-01,1.445794582366943359e+00
-8.496633768081665039e-01,1.541089773178100586e+00
-8.851933479309082031e-01,1.273298501968383789e+00
-8.566625118255615234e-01,1.544868826866149902e+00
-9.176287651062011719e-01,1.433487772941589355e+00
-7.902511954307556152e-01,1.609246134757995605e+00
-8.238524198532104492e-01,1.450826406478881836e+00
-7.927552461624145508e-01,1.447825431823730469e+00
-9.010282754898071289e-01,1.600885629653930664e+00
-9.526031613349914551e-01,1.647552609443664551e+00
-7.976806759834289551e-01,1.415265679359436035e+00
-9.530493021011352539e-01,1.627582430839538574e+00
-8.395157456398010254e-01,1.546316146850585938e+00
-8.314250707626342773e-01,1.401959180831909180e+00
-8.352926969528198242e-01,1.447800755500793457e+00
-8.152062892913818359e-01,1.309177637100219727e+00
-9.380722045898437500e-01,1.603983521461486816e+00
-8.342421650886535645e-01,1.534421443939208984e+00
-8.720713257789611816e-01,1.490838766098022461e+00
-9.336308836936950684e-01,1.506158828735351562e+00
-8.881611227989196777e-01,1.375846385955810547e+00
-9.392285346984863281e-01,1.441729784011840820e+00
-8.657783865928649902e-01,1.765773057937622070e+00
-8.477382063865661621e-01,1.508991956710815430e+00
-8.803885579109191895e-01,1.350437521934509277e+00
-8.742756843566894531e-01,1.535350322723388672e+00
-8.855537772178649902e-01,1.423603892326354980e+00
-7.752929329872131348e-01,1.340706706047058105e+00
-8.308551311492919922e-01,1.574020385742187500e+00
-9.487678408622741699e-01,1.583973526954650879e+00
-8.595394492149353027e-01,1.437022686004638672e+00
-8.774463534355163574e-01,1.379247665405273438e+00
-9.675377607345581055e-01,1.560415863990783691e+00
-8.796803951263427734e-01,1.670109987258911133e+00
-8.470289707183837891e-01,1.514948248863220215e+00
-8.633296489715576172e-01,1.436423659324645996e+00
-8.664335012435913086e-01,1.456589579582214355e+00
-7.514145374298095703e-01,1.423081636428833008e+00
-8.788848519325256348e-01,1.455398321151733398e+00
-8.533524274826049805e-01,1.503825664520263672e+00
-9.492537379264831543e-01,1.590519189834594727e+00
-8.174134492874145508e-01,1.510645627975463867e+00
-8.585146665573120117e-01,1.232875943183898926e+00
-8.324618935585021973e-01,1.383729219436645508e+00
-9.593728184700012207e-01,1.605178713798522949e+00
-9.173325896263122559e-01,1.479806184768676758e+00
-9.834763407707214355e-01,1.504477858543395996e+00
-8.432420492172241211e-01,1.477700948715209961e+00
-7.974943518638610840e-01,1.384088873863220215e+00
-8.505946397781372070e-01,1.599579691886901855e+00
-8.522689938545227051e-01,1.546271681785583496e+00
-8.867467045783996582e-01,1.286462187767028809e+00
-9.676470756530761719e-01,1.562363862991333008e+00
-8.718729019165039062e-01,1.431973338127136230e+00
-9.597110152244567871e-01,1.452978014945983887e+00
-9.446176290512084961e-01,1.484088897705078125e+00
-8.787223100662231445e-01,1.406952857971191406e+00
-8.819692134857177734e-01,1.490768551826477051e+00
-8.556929826736450195e-01,1.524074316024780273e+00
-8.657900094985961914e-01,1.496737122535705566e+00
-9.306213259696960449e-01,1.609232187271118164e+00
-8.617593646049499512e-01,1.562689661979675293e+00
-8.587331175804138184e-01,1.435530781745910645e+00
-9.714456796646118164e-01,1.613584399223327637e+00
-9.113963246345520020e-01,1.515714526176452637e+00
-8.556942939758300781e-01,1.483244657516479492e+00
-8.318552970886230469e-01,1.644854426383972168e+00
-8.658894896507263184e-01,1.452243804931640625e+00
-9.058990478515625000e-01,1.533855557441711426e+00
-8.326006531715393066e-01,1.553836941719055176e+00
-8.821635842323303223e-01,1.579399347305297852e+00
-8.205196857452392578e-01,1.465466260910034180e+00
-8.816198706626892090e-01,1.550242781639099121e+00
-8.314611315727233887e-01,1.310047388076782227e+00
-9.170735478401184082e-01,1.502595782279968262e+00
-8.792939782142639160e-01,1.431877493858337402e+00
-8.537361621856689453e-01,1.730221509933471680e+00
-8.149382472038269043e-01,1.494320511817932129e+00
-8.569393157958984375e-01,1.633782267570495605e+00
-8.493832349777221680e-01,1.453152418136596680e+00
-9.265177845954895020e-01,1.681159019470214844e+00
-9.461883902549743652e-01,1.380310654640197754e+00
-9.208843708038330078e-01,1.626068592071533203e+00
-9.392428398132324219e-01,1.789242744445800781e+00
-8.179383873939514160e-01,1.379196047782897949e+00
-7.916561961174011230e-01,1.407980680465698242e+00
-8.330249786376953125e-01,1.531671643257141113e+00
-8.397305607795715332e-01,1.445015311241149902e+00
-9.311252832412719727e-01,1.436718583106994629e+00
-7.874391078948974609e-01,1.233157992362976074e+00
-7.541118860244750977e-01,1.318623661994934082e+00
-8.333854079246520996e-01,1.388711452484130859e+00
-8.676846623420715332e-01,1.428606867790222168e+00
-9.320272803306579590e-01,1.521960854530334473e+00
-8.665494918823242188e-01,1.506464242935180664e+00
-9.519904851913452148e-01,1.604040026664733887e+00
-8.275256752967834473e-01,1.573728322982788086e+00
-8.704407215118408203e-01,1.446870088577270508e+00
-8.560917377471923828e-01,1.538828969001770020e+00
-8.238566517829895020e-01,1.496887326240539551e+00
-8.660459518432617188e-01,1.523133635520935059e+00
-8.555778264999389648e-01,1.498609423637390137e+00
-9.674109816551208496e-01,1.587224006652832031e+00
-8.461997509002685547e-01,1.792636632919311523e+00
-8.536166548728942871e-01,1.529050946235656738e+00
-9.132031202316284180e-01,1.644357085227966309e+00
-8.639406561851501465e-01,1.517889738082885742e+00
-8.231354355812072754e-01,1.488568067550659180e+00
-8.691692352294921875e-01,1.374909520149230957e+00
-8.151597380638122559e-01,1.577056050300598145e+00
-8.462435007095336914e-01,1.413028597831726074e+00
-8.600979447364807129e-01,1.599899411201477051e+00
-9.004846811294555664e-01,1.654855847358703613e+00
-8.568167090415954590e-01,1.547673106193542480e+00
-9.131525754928588867e-01,1.480550646781921387e+00
-8.735764026641845703e-01,1.372716784477233887e+00
-8.011377453804016113e-01,1.304659008979797363e+00
-7.869976162910461426e-01,1.359740614891052246e+00
-8.453629612922668457e-01,1.490322709083557129e+00
-9.150990247726440430e-01,1.621660470962524414e+00
-8.228902816772460938e-01,1.534367799758911133e+00
-9.206311702728271484e-01,1.610665202140808105e+00
-8.566240072250366211e-01,1.500338315963745117e+00
-8.901367783546447754e-01,1.465133309364318848e+00
-8.316583037376403809e-01,1.436792612075805664e+00
-8.882111907005310059e-01,1.587760925292968750e+00
-9.814490675926208496e-01,1.629993200302124023e+00
-8.978271484375000000e-01,1.601906299591064453e+00
-7.879481911659240723e-01,1.440977811813354492e+00
-8.276347517967224121e-01,1.394848346710205078e+00
